,open,high,low,close,volume,symbol,MA20,MA50,daily_return,volatility_20,cumulative_return
2025-10-23,522.46,523.95,518.61,520.56,14023532.0,MSFT,,,,,
2025-10-24,522.79,525.345,520.71,523.61,15532360.0,MSFT,,,0.005859074842477385,,0.005859074842477385
2025-10-27,531.78,534.58,529.01,531.52,18734716.0,MSFT,,,0.015106663356314831,,0.021054249270016978
2025-10-28,550.0,553.72,540.77,542.07,29986683.0,MSFT,,,0.01984873570138479,,0.041320885200553326
2025-10-29,544.94,546.27,536.7287,541.55,36023004.0,MSFT,,,-0.0009592857011089251,,0.04032196096511442
2025-10-30,530.48,534.97,522.12,525.76,41023088.0,MSFT,,,-0.02915704921059914,,0.009989242354387695
2025-10-31,528.875,529.32,515.1,517.81,34006424.0,MSFT,,,-0.01512096774193561,,-0.005282772398955027
2025-11-03,519.805,524.96,514.59,517.03,22374742.0,MSFT,,,-0.0015063440258009653,,-0.006781158752113159
2025-11-04,511.76,515.55,507.84,514.33,20958663.0,MSFT,,,-0.005222134112140342,,-0.011967880743814274
2025-11-05,513.3,514.83,506.575,507.16,22883851.0,MSFT,,,-0.013940466237629567,,-0.025741509143998753
2025-11-06,505.66,505.7,495.81,497.1,27406496.0,MSFT,,,-0.019835949207350767,,-0.045066851083448656
2025-11-07,496.945,499.377,493.25,496.82,24019764.0,MSFT,,,-0.0005632669483002228,,-0.04560473336406956
2025-11-10,500.035,506.85,498.8,506.0,26101480.0,MSFT,,,0.018477517008171906,,-0.02796987859228539
2025-11-11,504.8,509.6,502.3488,508.68,17980020.0,MSFT,,,0.005296442687747094,,-0.022821576763485618
2025-11-12,509.355,511.67,499.1201,511.14,26574851.0,MSFT,,,0.004836046237320035,,-0.01809589672660239
2025-11-13,510.31,513.5,501.29,503.29,25273114.0,MSFT,,,-0.015357827601048535,,-0.0331758106654374
2025-11-14,498.23,511.6,497.44,510.18,28505746.0,MSFT,,,0.013689920324266192,,-0.019940064545873937
2025-11-17,508.45,512.12,504.91,507.49,19092752.0,MSFT,,,-0.005272648869026564,,-0.02510757645612438
2025-11-18,495.365,502.98,486.78,493.79,33815114.0,MSFT,,,-0.02699560582474525,,-0.05142538804364549
2025-11-19,490.1,495.1872,482.83,487.12,23245314.0,MSFT,513.1505,,-0.013507766459426085,,-0.06423851237129263
2025-11-20,492.71,493.57,475.5,478.43,26802542.0,MSFT,511.04400000000004,,-0.017839546723599886,0.01467135799795908,-0.08093207315199025
2025-11-21,478.5,478.92,468.27,472.12,31769248.0,MSFT,508.4695,,-0.013188972263445065,0.014608392943435196,-0.09305363454741056
2025-11-24,475.0,476.9,468.02,474.0,34421046.0,MSFT,505.59349999999995,,0.003982038464797055,0.013999173126157241,-0.08944213923467048
2025-11-25,474.07,479.15,464.89,476.99,28019793.0,MSFT,502.33949999999993,,0.006308016877637046,0.012994125759900764,-0.08369832488089768
2025-11-26,486.31,488.31,481.2,485.5,25709079.0,MSFT,499.537,,0.01784104488563698,0.014038412211824157,-0.06735054556631337
2025-11-28,487.595,492.63,486.65,492.01,14386730.0,MSFT,497.8495,,0.013408856848609707,0.013454249176003193,-0.05484478254187808
2025-12-01,488.435,489.8599,484.6475,486.74,23963993.0,MSFT,496.296,,-0.010711164407227414,0.01328410409120934,-0.0649684954664208
2025-12-02,486.715,493.4999,486.32,490.0,19562722.0,MSFT,494.94449999999995,,0.006697620906438662,0.013458341423759125,-0.05870600891347788
2025-12-03,476.32,484.24,475.2,477.73,34615102.0,MSFT,493.1145,,-0.025040816326530546,0.014361297083453736,-0.08227677885354234
2025-12-04,479.76,481.322,476.49,480.84,22318155.0,MSFT,491.79850000000005,,0.00650995332091342,0.014313198621255834,-0.0763024435223606
2025-12-05,482.515,483.4,478.8801,483.16,22608710.0,MSFT,491.10150000000004,,0.004824889776225083,0.01379992142094532,-0.07184570462578754
2025-12-08,484.885,492.3,484.38,491.02,20668450.0,MSFT,490.81149999999997,,0.016267902972100234,0.014351346086625326,-0.05674658060550175
2025-12-09,489.1,492.12,488.5001,492.02,14092776.0,MSFT,490.1125,,0.002036576921510269,0.01366209856048865,-0.054825572460427296
2025-12-10,484.03,484.25,475.08,478.56,35756229.0,MSFT,488.6065,,-0.02735661151985691,0.014739539536466204,-0.08068234209313052
2025-12-11,476.63,486.03,475.86,483.47,24669180.0,MSFT,487.22300000000007,,0.010259946506185225,0.014938759512792206,-0.07125019210081451
2025-12-12,479.82,482.45,476.34,478.53,21248102.0,MSFT,485.98499999999996,,-0.010217800484001227,0.014752081429803856,-0.08073997233748287
2025-12-15,480.1,480.7205,472.52,474.82,23727694.0,MSFT,484.217,,-0.007752909953398945,0.014292030109059509,-0.08786691255570944
2025-12-16,471.905,477.89,470.88,476.39,20705560.0,MSFT,482.662,,0.003306516153489758,0.014364190829930146,-0.0848509297679424
2025-12-17,476.905,480.0,475.0,476.12,24527176.0,MSFT,481.7785,,-0.000566762526501341,0.013215946078111877,-0.08536960196711252
2025-12-18,478.19,489.6,477.89,483.98,28573545.0,MSFT,481.6215,,0.01650844324960099,0.013509951415176647,-0.07027047794682661
2025-12-19,487.36,487.85,482.49,485.92,70836105.0,MSFT,481.996,,0.004008430100417293,0.012880271839473316,-0.06654372214538207
2025-12-22,486.12,488.73,482.69,484.92,16963019.0,MSFT,482.6360000000001,,-0.002057951926243029,0.01247556717875108,-0.06846473029045663
2025-12-23,484.98,487.83,484.74,486.85,14683582.0,MSFT,483.2785,,0.00398003794440327,0.012475545503139455,-0.06475718457046276
2025-12-24,485.68,489.1625,484.83,488.02,5855880.0,MSFT,483.83000000000004,,0.0024032042723629576,0.0124253564078169,-0.06250960504072578
2025-12-26,486.705,488.12,485.96,487.71,8842175.0,MSFT,483.94050000000004,,-0.0006352198680381616,0.0117952282224542,-0.06310511756569881
2025-12-29,484.855,488.35,484.18,487.1,10893408.0,MSFT,483.69500000000005,,-0.0012507432695658682,0.011385707295580808,-0.0642769325341942
2025-12-30,485.93,489.68,485.5,487.48,13944512.0,MSFT,483.7320000000001,,0.0007801272839251805,0.011127079636583027,-0.06354694943906591
2025-12-31,487.84,488.14,483.3,483.62,15601554.0,MSFT,483.413,,-0.007918273570197809,0.011153331321195925,-0.07096204087905367
2026-01-02,484.385,484.66,470.16,472.94,25571567.0,MSFT,483.1735,,-0.022083453951449505,0.010827015141256559,-0.09147840786844974
2026-01-05,474.055,476.07,469.5,472.85,25250260.0,MSFT,482.774,494.657,-0.0001902989808432176,0.010703353456260499,-0.09165129860150645
2026-01-06,473.8,478.7367,469.75,478.51,23037665.0,MSFT,482.5415,493.816,0.011969969334884034,0.011015077221820846,-0.08077839250038477
2026-01-07,479.755,489.7,477.95,483.47,25564196.0,MSFT,482.16400000000004,493.0132000000001,0.010365509602725309,0.01061612858648331,-0.07125019210081496
2026-01-08,481.24,482.66,475.86,478.11,18162616.0,MSFT,481.46850000000006,491.945,-0.011086520363207675,0.010839940761101665,-0.0815467957584145
2026-01-09,474.06,479.82,472.2001,479.28,18491036.0,MSFT,481.5045,490.6892,0.0024471355964108543,0.00896729680019274,-0.0792992162286773
2026-01-12,476.67,480.99,475.6803,477.18,23519895.0,MSFT,481.18999999999994,489.4018,-0.004381572358537755,0.008688684477350616,-0.08333333333333381
2026-01-13,474.675,475.7799,465.95,470.67,28545800.0,MSFT,480.797,488.3,-0.013642650572111115,0.008918538464946026,-0.095839096357769
2026-01-14,466.46,468.2,457.17,459.38,28184302.0,MSFT,480.025,487.1314,-0.02398708224446011,0.010228227781230646,-0.11752727831566057
2026-01-15,464.12,464.25,455.9,456.66,23225839.0,MSFT,479.0385,485.92400000000004,-0.0059210239888545235,0.010203269472483283,-0.12275242047026325
2026-01-16,457.83,463.19,456.48,459.86,34246650.0,MSFT,478.2255,484.83459999999997,0.007007401567906024,0.01040038340153812,-0.11660519440602479
2026-01-20,451.215,456.8,449.28,454.52,25973898.0,MSFT,476.75249999999994,483.7818,-0.011612229809072394,0.009687878811564889,-0.12686337790072288
2026-01-21,452.595,452.69,438.68,444.11,37980510.0,MSFT,474.662,482.722,-0.02290328258382468,0.010486074365247075,-0.14686107269094872
2026-01-22,447.62,452.84,444.7,451.14,25349378.0,MSFT,472.97299999999996,481.80840000000006,0.015829411632253265,0.011420723892654874,-0.13335638543107475
2026-01-23,451.87,471.1,450.53,465.95,38000159.0,MSFT,471.92800000000005,481.00739999999996,0.0328279469787649,0.013960051109173349,-0.10490625480252092
2026-01-26,465.305,474.25,462.0,470.28,29291235.0,MSFT,471.041,480.23940000000005,0.009292842579675886,0.014160563332980353,-0.09658828953434817
2026-01-27,473.7,482.87,473.16,480.58,29088664.0,MSFT,470.68449999999996,479.6282,0.02190184570893927,0.015118632605667228,-0.07680190564008049
2026-01-28,483.21,483.74,478.0,481.63,36875403.0,MSFT,470.41100000000006,479.195,0.002184859960880692,0.015130694580027948,-0.07478484708775213
2026-01-29,439.99,442.5,421.02,433.5,128855323.0,MSFT,467.712,477.6614,-0.09993148267342145,0.026888198682869492,-0.16724296911018943
2026-01-30,439.17,439.6,426.45,430.29,58566819.0,MSFT,465.0455,476.11740000000003,-0.007404844290657353,0.02688600483561359,-0.17340940525587867
2026-02-02,430.235,430.736,422.25,423.37,42219858.0,MSFT,462.567,474.709,-0.016082177136349962,0.026723781101029367,-0.18670278161979448
2026-02-03,422.01,422.05,408.56,411.21,60076532.0,MSFT,459.48499999999996,473.1908,-0.028721921723315336,0.027201471462944965,-0.2100622406639009
2026-02-04,411.0,419.8,409.24,414.19,45012374.0,MSFT,456.26899999999995,471.90600000000006,0.007246905474088683,0.027051929071375838,-0.20433763639157876
2026-02-05,407.44,408.3,392.32,393.67,66289247.0,MSFT,451.779,470.337,-0.04954248050411647,0.028334214671738456,-0.2437567235285082
2026-02-06,399.165,401.79,392.92,401.14,53515311.0,MSFT,447.93049999999994,468.87979999999993,0.018975283867198378,0.029051988463243333,-0.22940679268480146
2026-02-09,404.85,414.89,400.87,413.6,45480526.0,MSFT,444.6465,467.612,0.03106147479682919,0.03028845701582672,-0.2054710311971727
2026-02-10,419.62,423.68,412.7,413.27,44857850.0,MSFT,441.451,466.16740000000004,-0.0007978723404256094,0.030314667805570683,-0.2061049638850474
2026-02-11,416.175,416.46,401.01,404.37,42491012.0,MSFT,438.1360000000001,464.4146,-0.021535557867737753,0.030460680579515547,-0.22320193637621066
2026-02-12,405.0,406.2,398.01,401.84,40802362.0,MSFT,435.2589999999999,462.7166,-0.006256646140910593,0.03020040605929818,-0.22806208698324926
2026-02-13,404.45,405.54,398.05,401.32,34091553.0,MSFT,432.492,460.94300000000004,-0.0012940473820425291,0.030220525122838026,-0.22906101121868794
2026-02-17,399.22,400.52,394.525,396.86,32078794.0,MSFT,429.342,459.32560000000007,-0.011113326024120407,0.030081733346600564,-0.2376287075457204
2026-02-18,398.13,402.56,396.32,399.6,23223417.0,MSFT,426.596,457.7008,0.0069041979539383735,0.030213520765223524,-0.23236514522821616
2026-02-19,400.69,404.43,396.67,398.46,28234001.0,MSFT,424.31350000000003,456.0068,-0.0028528528528529717,0.029953540337491192,-0.23455509451360124
2026-02-20,396.11,400.1159,395.16,397.23,34015249.0,MSFT,421.61800000000005,454.131,-0.003086884505345444,0.02955840737165319,-0.2369179345320428
2026-02-23,395.0,395.36,383.1,384.47,43238273.0,MSFT,417.544,451.98,-0.03212244795206809,0.028631658058103845,-0.2614299984631938
2026-02-24,384.14,389.36,381.71,389.0,33884653.0,MSFT,413.48,450.18879999999996,0.01178245376752396,0.02872137283306958,-0.2527278315660063
2026-02-25,390.525,401.47,390.16,400.6,43625483.0,MSFT,409.481,448.5314000000001,0.029820051413881776,0.029220494001475795,-0.2304441370831417
2026-02-26,404.71,407.49,398.74,401.72,34405869.0,MSFT,405.4855,446.99519999999995,0.0027958062905641956,0.029232720975284256,-0.2282926079606582
2026-02-27,390.88,396.82,389.88,392.74,51367196.0,MSFT,403.4475,445.35360000000003,-0.02235387832321023,0.020241327977661153,-0.2455432611034275
2026-03-02,392.855,401.19,390.63,398.55,35474907.0,MSFT,401.8605,443.7968,0.01479350206243324,0.020690504659057515,-0.23438220378054442
2026-03-03,393.14,406.7,392.67,403.93,38199209.0,MSFT,400.8885,442.353,0.01349893363442467,0.020809644365366007,-0.22404717996004353
2026-03-04,401.265,411.0326,400.31,405.2,35807990.0,MSFT,400.588,440.77740000000006,0.003144109127819039,0.019865777918633264,-0.22160749961579895
2026-03-05,404.42,411.61,404.4,410.68,39001315.0,MSFT,400.4125,439.2726,0.013524185587364235,0.020044178025704084,-0.21108037498079057
2026-03-06,409.2,413.05,408.5101,408.96,31123859.0,MSFT,401.177,437.75340000000006,-0.004188175708580988,0.016407575462019555,-0.2143845089903188
2026-03-09,404.915,410.21,403.5,409.41,30131854.0,MSFT,401.5905,436.20459999999997,0.0011003521126762283,0.015915705229804403,-0.21352005532503515
2026-03-10,410.03,410.2,402.93,405.76,31706375.0,MSFT,401.1985,434.5593999999999,-0.008915268312938207,0.01439825283599334,-0.22053173505455725
2026-03-11,405.57,409.01,401.59,404.88,25512139.0,MSFT,400.779,432.9028,-0.00216876971608837,0.014401216054856463,-0.22222222222222288
2026-03-12,404.63,406.12,401.71,401.86,27263886.0,MSFT,400.6535,431.19800000000004,-0.007459000197589383,0.013666189928750842,-0.22802366682034791
2026-03-13,401.0,404.8,394.25,395.55,26848000.0,MSFT,400.339,429.35940000000005,-0.0157019857661872,0.0140436822312955,-0.24014522821576822
2026-03-16,398.07,400.63,394.79,399.95,27733721.0,MSFT,400.2705,427.686,0.011123751738086218,0.014288163141031917,-0.23169279237744023
2026-03-17,400.27,404.4,397.745,399.41,26228279.0,MSFT,400.398,426.2154,-0.0013501687710962829,0.014056037842772076,-0.23273013677578036
2026-03-18,397.125,398.0,391.0,391.79,25908484.0,MSFT,400.00750000000005,424.59420000000006,-0.019078140256878928,0.014614266858505686,-0.24736821884124838
