,open,high,low,close,volume,symbol,MA20,MA50,daily_return,volatility_20,cumulative_return
2026-02-09,277.905,278.2,271.7,274.62,44623396.0,AAPL,260.9125,268.6552,-0.01258449590104993,0.016088177146581818,0.05793974882502484
2026-02-10,274.885,275.37,272.94,273.68,34376898.0,AAPL,261.58399999999995,268.5778,-0.0034229116597480624,0.016151102162680276,0.054318514523460815
2026-02-11,274.695,280.18,274.45,275.5,51931283.0,AAPL,262.30649999999997,268.5108,0.006650102309266215,0.01617591050006885,0.0613298405115954
2026-02-12,275.59,275.72,260.18,261.73,81077229.0,AAPL,262.39500000000004,268.0834,-0.04998185117967324,0.020007655427421896,0.008282610370598409
2026-02-13,262.01,262.23,255.45,255.78,56290673.0,AAPL,262.2735,267.47520000000003,-0.022733351163412796,0.020623807890993582,-0.014639032282918962
2026-02-17,258.05,266.29,255.54,263.88,58469094.0,AAPL,262.691,267.0698,0.03166783954961283,0.02165625207257491,0.016565220741196818
2026-02-18,263.6,266.82,262.45,264.35,34203337.0,AAPL,263.5735,266.7428,0.0017811126269517974,0.019895422834568677,0.01837583789197894
2026-02-19,262.6,264.48,260.05,260.58,30845294.0,AAPL,264.22,266.3788,-0.01426139587667874,0.020294017682208065,0.003852376916557043
2026-02-20,258.97,264.75,258.16,264.58,42070499.0,AAPL,265.0315,266.1126,0.015350372246526911,0.02048897455159359,0.019261884582786992
2026-02-23,263.49,269.43,263.381,266.18,37308155.0,AAPL,265.93850000000003,265.8926,0.0060473202812005855,0.02046735149310678,0.025425687649279105
2026-02-24,267.86,274.89,267.71,272.14,47014619.0,AAPL,266.775,265.7598,0.022390863325569166,0.020039232098497017,0.04838585407196194
2026-02-25,271.78,274.94,271.05,274.23,33714342.0,AAPL,267.573,265.68379999999996,0.007679870654810239,0.019982258424607244,0.05643732182756733
2026-02-26,274.945,276.11,270.795,272.95,32345114.0,AAPL,268.3985,265.5772,-0.00466761477591815,0.019924025294705144,0.05150627937437369
2026-02-27,272.81,272.81,262.89,264.18,72366505.0,AAPL,268.69350000000003,265.3786,-0.03213042681809852,0.021406496315004745,0.017720933816164353
2026-03-02,262.41,266.53,260.2,264.72,41827946.0,AAPL,268.9555,265.1808,0.002044060867590458,0.021393304265053887,0.019801217351105516
2026-03-03,263.48,265.56,260.13,263.75,38568921.0,AAPL,268.6425,265.019,-0.0036642490178302456,0.01929323336110359,0.016064411742044538
2026-03-04,264.65,266.15,261.42,262.52,39803119.0,AAPL,268.2945,264.8256,-0.004663507109004761,0.019309817687880006,0.011325988134678777
2026-03-05,260.79,261.555,257.25,260.29,49658626.0,AAPL,267.4845,264.558,-0.00849459088831317,0.01827070927879586,0.0027351876107555295
2026-03-06,258.63,258.77,254.37,257.46,41120042.0,AAPL,266.562,264.2878,-0.010872488378347422,0.018356744469425233,-0.008167039063102455
2026-03-09,255.69,261.15,253.6805,259.88,38218533.0,AAPL,265.65,264.0382,0.009399518371785875,0.01840434661823576,0.0011557130749666467
2026-03-10,257.645,262.48,256.95,260.83,30590765.0,AAPL,264.9605,263.7786,0.003655533323072113,0.018327687794504628,0.0048154711456962485
2026-03-11,261.09,262.13,259.55,260.81,26218927.0,AAPL,264.317,263.5268,-7.66782962081658e-05,0.018333239621351957,0.004738423607365094
2026-03-12,258.66,258.95,254.18,255.76,40794020.0,AAPL,263.33000000000004,263.1668,-0.01936275449560987,0.01858998065399648,-0.014716079821250339
2026-03-13,255.48,256.33,249.52,250.12,36929988.0,AAPL,262.7495,262.70759999999996,-0.02205192367844855,0.01575012128222671,-0.03644348563063471
2026-03-16,252.105,253.885,249.88,252.82,32074209.0,AAPL,262.60150000000004,262.3268,0.010794818487126046,0.015219138563280353,-0.02604206795592956
2026-03-17,252.955,255.13,252.18,254.23,32361607.0,AAPL,262.119,261.9912,0.005577090420061603,0.013318807563337217,-0.020610216503583523
2026-03-18,252.625,254.94,249.0,249.94,35757874.0,AAPL,261.39849999999996,261.6448,-0.016874483735200396,0.013704248677224973,-0.03713691347561521
